id|id_raw|constante|constante_raw|prescription_en_clair|prescription_en_clair_raw|type|type_raw|sources|sources_raw|modifications|modifications_raw|contexte|contexte_raw|objectif|objectif_raw|descriptif|descriptif_raw|genese|genese_raw
41|41|RDV_STRATEGIE_COMMENT_AGGRAVER|RDV_STRATEGIE_COMMENT_AGGRAVER|Comment aggraver ( peur contrôle dépressifs )|Comment aggraver ( peur contrôle dépressifs )|Prescription|prescription|1|1|nan|nan|Problématiques : Problèmes relationnels / Dépression / Procrastination / Troubles anxieux - anxiété / Pensées suicidaires / Attatques et trouble panique / Addiction / Burnout / TCA / Confiance en soi / Conflits / Harcèlement / Doute / Obsessions - Compulsions - TOC / PhobiesLa prescription adaptée quelque soit la tentative de solution.C’est un paradoxe théorique et un très fort auto-recadrage, car je trouve tout seul ce qui me fait aggraver. Je me convaincs encore plus que si ça m’avait été dit par quelqu’un d’autre.|Problématiques : Problèmes relationnels / Dépression / Procrastination / Troubles anxieux - anxiété / Pensées suicidaires / Attatques et trouble panique / Addiction / Burnout / TCA / Confiance en soi / Conflits / Harcèlement / Doute / Obsessions - Compulsions - TOC / PhobiesLa prescription adaptée quelque soit la tentative de solution.C’est un paradoxe théorique et un très fort auto-recadrage, car je trouve tout seul ce qui me fait aggraver. Je me convaincs encore plus que si ça m’avait été dit par quelqu’un d’autre.|nan|nan|"D'ici la prochaine fois, je voudrais que vous pensiez, toute la journée, comment vous pourriez aggraver votre situation. Chaque jour vous devez vous poser cette question : ""Si je veux... volontairement et délibérément... aggraver ma situation, que dois-je faire ou ne pas faire, dire ou ne pas dire, penser ou ne pas penser, si je veux VOLONTAIREMENT et DÉLIBÉRÉMENT aggraver ma situation ?"". Bien sûr, vous devez seulement penser, et ne pas le faire. La logique de la question est que ""si nous voulons redresser une chose, nous devons d'abord apprendre toutes les façons de la tordre davantage."" La prochaine fois, vous devrez m'apporter les réponses. D'accord ?POSSIBLE À DIRE EN PLUS :Si vous voulez redresser une chose apprenez d’abord à la tordre encore plus.Premier effet : j’identifie tout ce que je dois éviter de faire pour aggraver ou détériorer le problème (très important pour les futures stratégies à adopter)2ème effet : en cherchant à aggraver la situation, je peux percevoir ma réalité suivant un angle une perspective différente (comment aggraver ou améliorer)3ème effet : si je peux aggraver mon pb, c’est que mon cas n’est pas encore désespéré4ème, effet : si volontairement je m’efforce à aggraver la situation, je me mets dans les conditions ou les idées positives ou les effets positifs vont émerger spontanément5ème effet : quand je compare comment aggraver à mes habitudes dysfonctionnelles (TDS) et que je fais le lien alors je me rends compte que je mettais déjà en pratique des actions qui au lieu d’améliorer la situation, l'aggravaient; alors je peux reprendre du contrôle en bloquant ce que je faisais auparavent. Pour pouvoir remonter (comme une montgolfière qui perd de l’altitude), commençons par lâcher ce qui me fait descendre (lâcher les sacs de sable)"|"D'ici la prochaine fois, je voudrais que vous pensiez, toute la journée, comment vous pourriez aggraver votre situation. Chaque jour vous devez vous poser cette question : ""Si je veux... volontairement et délibérément... aggraver ma situation, que dois-je faire ou ne pas faire, dire ou ne pas dire, penser ou ne pas penser, si je veux VOLONTAIREMENT et DÉLIBÉRÉMENT aggraver ma situation ?"". Bien sûr, vous devez seulement penser, et ne pas le faire. La logique de la question est que ""si nous voulons redresser une chose, nous devons d'abord apprendre toutes les façons de la tordre davantage."" La prochaine fois, vous devrez m'apporter les réponses. D'accord ?POSSIBLE À DIRE EN PLUS :Si vous voulez redresser une chose apprenez d’abord à la tordre encore plus.Premier effet : j’identifie tout ce que je dois éviter de faire pour aggraver ou détériorer le problème (très important pour les futures stratégies à adopter)2ème effet : en cherchant à aggraver la situation, je peux percevoir ma réalité suivant un angle une perspective différente (comment aggraver ou améliorer)3ème effet : si je peux aggraver mon pb, c’est que mon cas n’est pas encore désespéré4ème, effet : si volontairement je m’efforce à aggraver la situation, je me mets dans les conditions ou les idées positives ou les effets positifs vont émerger spontanément5ème effet : quand je compare comment aggraver à mes habitudes dysfonctionnelles (TDS) et que je fais le lien alors je me rends compte que je mettais déjà en pratique des actions qui au lieu d’améliorer la situation, l'aggravaient; alors je peux reprendre du contrôle en bloquant ce que je faisais auparavent. Pour pouvoir remonter (comme une montgolfière qui perd de l’altitude), commençons par lâcher ce qui me fait descendre (lâcher les sacs de sable)"|nan|nan
45|45|RDV_STRATEGIE_COMMENT_AGGRAVER_QUOTIDIEN_AVEC_PROPHETIES|RDV_STRATEGIE_COMMENT_AGGRAVER_QUOTIDIEN_AVEC_PROPHETIES|Comment aggraver quotidien - avec les prophéties catastrophes|Comment aggraver quotidien - avec les prophéties catastrophes|Prescription|prescription|nan|nan|nan|nan|nan|nan|Interrompre la tentative de solution qui consiste à éviter de penser aux catastrophes par peur qu’elle se réalise. Penser de ne pas penser est impossible, alors je lui fais penser à chaque prophétie et le patient se rend compte qu’elles sont trop nombreuses et trop grandes pour arriver toute en un seul jour.|Interrompre la tentative de solution qui consiste à éviter de penser aux catastrophes par peur qu’elle se réalise. Penser de ne pas penser est impossible, alors je lui fais penser à chaque prophétie et le patient se rend compte qu’elles sont trop nombreuses et trop grandes pour arriver toute en un seul jour.|Accepte d’être le Cassandre de soi-même () Tous les matins, tu prends un carnet sur lequel tu écris toutes tes peurs sur la journée que tu as devant toi et le soir, tu barres toutes celles qui se sont vérifiées. Prescription à long terme et qui en augmentation des choses non barrées diminuent l’angoisse parce que quoiqu’il arrive je me rends compte que ce sont des pensées et des peurs absurdes.|Accepte d’être le Cassandre de soi-même () Tous les matins, tu prends un carnet sur lequel tu écris toutes tes peurs sur la journée que tu as devant toi et le soir, tu barres toutes celles qui se sont vérifiées. Prescription à long terme et qui en augmentation des choses non barrées diminuent l’angoisse parce que quoiqu’il arrive je me rends compte que ce sont des pensées et des peurs absurdes.|nan|nan
46|46|RDV_STRATEGIE_COMMENT_AGGRAVER_QUOTIDIEN_AVEC_VERIFICATION|RDV_STRATEGIE_COMMENT_AGGRAVER_QUOTIDIEN_AVEC_VERIFICATION|Comment aggraver quotidien avec vérification / check le soir|Comment aggraver quotidien avec vérification / check le soir|Prescription|prescription|nan|nan|nan|nan|nan|nan|nan|nan|Quand vous vous réveillez le matin, vous allez devant le miroir et vous vous demandez : « si je voulais aggraver au lieu d’améliorer ma situation, comment pourrais-je faire ?... que devrais-je faire ou éviter de faire, que devrais-je penser ou éviter de penser, dire ou éviter de dire pour aggraver volontairement mon problème ? » Et c’est une question que vous devrez vous poser en contemplant la journée devant vous. « Aujourd’hui, comment pourrais-je aggraver mon problème ? qu’est-ce que je devrais décider de faire ou de ne pas faire, penser ou ne pas penser pour aggraver encore plus mon problème ? » vous prenez note de ce vous pourrez faire dans la journée pour l’aggraver, puis vous laissez la journée se dérouler comme elle vient, et le soir vous cochez ce que vous avez fait involontairement ou pas. Et nous verrons ensemble ce que vous avez réalisé ou pas. Ca vous va ?|Quand vous vous réveillez le matin, vous allez devant le miroir et vous vous demandez : « si je voulais aggraver au lieu d’améliorer ma situation, comment pourrais-je faire ?... que devrais-je faire ou éviter de faire, que devrais-je penser ou éviter de penser, dire ou éviter de dire pour aggraver volontairement mon problème ? » Et c’est une question que vous devrez vous poser en contemplant la journée devant vous. « Aujourd’hui, comment pourrais-je aggraver mon problème ? qu’est-ce que je devrais décider de faire ou de ne pas faire, penser ou ne pas penser pour aggraver encore plus mon problème ? » vous prenez note de ce vous pourrez faire dans la journée pour l’aggraver, puis vous laissez la journée se dérouler comme elle vient, et le soir vous cochez ce que vous avez fait involontairement ou pas. Et nous verrons ensemble ce que vous avez réalisé ou pas. Ca vous va ?|nan|nan
47|47|RDV_STRATEGIE_COMMENT_GARDER_5_POURCENTS|RDV_STRATEGIE_COMMENT_GARDER_5_POURCENTS|Comment garder 5% ( problèmes psychosomatiques )|Comment garder 5% ( problèmes psychosomatiques )|Prescription|prescription|nan|nan|nan|nan|Pour les personnes qui ont des problèmes psychosomatiques|Pour les personnes qui ont des problèmes psychosomatiques|nan|nan|Dire à la personne qu'elle peut se soigner mais qu'elle peut garder 5% de son symptôme|Dire à la personne qu'elle peut se soigner mais qu'elle peut garder 5% de son symptôme|De Teresa Garcia|De Teresa Garcia
48|48|RDV_STRATEGIE_COMMENT_VIVRE_MOINS_MAL_AVEC_VOTRE_PROBLEME|RDV_STRATEGIE_COMMENT_VIVRE_MOINS_MAL_AVEC_VOTRE_PROBLEME|Comment vivre moins mal avec votre problème ? ( Rigidité )|Comment vivre moins mal avec votre problème ? ( Rigidité )|Prescription|prescription|nan|nan|nan|nan|Contexte de rigidité par rapport à son problème. Pour des personnes qui ont peur des conséquences de la résolution du problèmePour des personnes qui sont trop intimidées par un objectif Ou dans les situations où la thérapie stagne et qu'on sent que la personne a beaucoup de résistanceDans les situations où la thérapie stagne et qu'on sent que la personne a beaucoup de résistance|Contexte de rigidité par rapport à son problème. Pour des personnes qui ont peur des conséquences de la résolution du problèmePour des personnes qui sont trop intimidées par un objectif Ou dans les situations où la thérapie stagne et qu'on sent que la personne a beaucoup de résistanceDans les situations où la thérapie stagne et qu'on sent que la personne a beaucoup de résistance|Pour qu'elle arrête de subir et qu'elle devienne actrice de son changement.|Pour qu'elle arrête de subir et qu'elle devienne actrice de son changement.|On va indiquer à la personne que vraisemblablement on ne va pas pouvoir résoudre son problème et on lui pose la question de réflechir à comment elle va pouvoir mieux vivre avec son problème.|On va indiquer à la personne que vraisemblablement on ne va pas pouvoir résoudre son problème et on lui pose la question de réflechir à comment elle va pouvoir mieux vivre avec son problème.|Tâche du CTB|Tâche du CTB
50|50|RDV_STRATEGIE_CONJURATION_DU_SILENCE|RDV_STRATEGIE_CONJURATION_DU_SILENCE|Conjuration / conspiration du silence ( relation à l'autre anorexie contrôle couple famille enfance adolescence troubles psychotiques schizophrénie paranoia )|Conjuration / conspiration du silence ( relation à l'autre anorexie contrôle couple famille enfance adolescence troubles psychotiques schizophrénie paranoia )|Prescription|prescription|Manger beaucoup, à la folie, pas du tout. GN pour l'application pour anoréxie|Manger beaucoup, à la folie, pas du tout. GN pour l'application pour anoréxie|nan|nan|La famille, les proches ont des tentatives de solutions qui paradoxalement aggravent le problème. Il est donc important que les proches participent à la thérapie lorsque cela concerne des problématiques par exemple de couple ou de famille. Il est neccéssaire de donner cette prescription en début de traitement.Cette prescription concerne notamment les problématiques suivantes : problèmes relationnels dans le couple, dans la famille ou dans l'entreprise, conflits, PTSD - stress post-traumatique, obsessions, dépression, doute pathologique, phobies, anorexie (pour les parents), paranoïa, attaques et trouble panique.|La famille, les proches ont des tentatives de solutions qui paradoxalement aggravent le problème. Il est donc important que les proches participent à la thérapie lorsque cela concerne des problématiques par exemple de couple ou de famille. Il est neccéssaire de donner cette prescription en début de traitement.Cette prescription concerne notamment les problématiques suivantes : problèmes relationnels dans le couple, dans la famille ou dans l'entreprise, conflits, PTSD - stress post-traumatique, obsessions, dépression, doute pathologique, phobies, anorexie (pour les parents), paranoïa, attaques et trouble panique.|Arrêter les tentatives de solution de la famille ou des proches. Briser le cercle vicieux entre les proches et la personne. Stratagème : Lancer une brique pour recevoir une pierre précieuse en retour.|Arrêter les tentatives de solution de la famille ou des proches. Briser le cercle vicieux entre les proches et la personne. Stratagème : Lancer une brique pour recevoir une pierre précieuse en retour.|"Formulation générale : ""En fait, lorsque vous parlez de votre problème pour chercher à vous rassurer, sans vous en rendre compte, avec les meilleures intentions, vous produisez les pires effets car, vous finissez par alimenter votre problème quand vous en parlez encore et encore ... c'est comme si vous arrosiez une plante avec un engrais spécial ... qui la fait pousser davantage. Par conséquent, je voudrais que vous commenciez à penser que chaque fois que vous parlez de votre problème, comme vous le faites depuis longtemps, vous l'aggravez. Donc, ce que je vais vous demander, la première chose à faire, c'est de construire autour de ce/votre trouble, ce que j'appelle la conspiration du silence, c'est à dire d'arrêter de parler de votre problème. Je ne sais pas si vous y arriverez, mais pensez que chaque fois que vous en parlez, vous nourrissez votre trouble.""Dans un cas d'anorexie : Comme vous avez été si patients et que vous avez si bien aidé votre fille, en étant présents, en la conseillant, bref en effectuant un véritable travail pour que sa situation ne s'aggrave pas... je vais maintenant vous demander de faire pour elle un effort encore plus grand. Bien que cela puisse vous sembler étrange,il vous faudra désormais observer sans intervenir. Je veux que toute la famille entretienne une conspiration du silence autour du problème de votre fille; autrement dit, vous devez absolument éviter de parler du problème. D'accord ? Il faut que vous deveniez experts à ce jeu-là; pensez qu'à chaque fois que vous en parlez, vous ne faites qu'aggravez le problème. Je ne sais pas si vous y arriverez, mais garder à l'esprit qu'à chaque fois que vous essaierez d'en parler ou de faire quelque que ce soit pour tenter de le résoudre, la situation ne fera qu'empirer. Alors, s'il vous plaît, aidez-moi à aider votre fille, en observant sans intervenir, et en me tenant informé de ce qui se passe."|"Formulation générale : ""En fait, lorsque vous parlez de votre problème pour chercher à vous rassurer, sans vous en rendre compte, avec les meilleures intentions, vous produisez les pires effets car, vous finissez par alimenter votre problème quand vous en parlez encore et encore ... c'est comme si vous arrosiez une plante avec un engrais spécial ... qui la fait pousser davantage. Par conséquent, je voudrais que vous commenciez à penser que chaque fois que vous parlez de votre problème, comme vous le faites depuis longtemps, vous l'aggravez. Donc, ce que je vais vous demander, la première chose à faire, c'est de construire autour de ce/votre trouble, ce que j'appelle la conspiration du silence, c'est à dire d'arrêter de parler de votre problème. Je ne sais pas si vous y arriverez, mais pensez que chaque fois que vous en parlez, vous nourrissez votre trouble.""Dans un cas d'anorexie : Comme vous avez été si patients et que vous avez si bien aidé votre fille, en étant présents, en la conseillant, bref en effectuant un véritable travail pour que sa situation ne s'aggrave pas... je vais maintenant vous demander de faire pour elle un effort encore plus grand. Bien que cela puisse vous sembler étrange,il vous faudra désormais observer sans intervenir. Je veux que toute la famille entretienne une conspiration du silence autour du problème de votre fille; autrement dit, vous devez absolument éviter de parler du problème. D'accord ? Il faut que vous deveniez experts à ce jeu-là; pensez qu'à chaque fois que vous en parlez, vous ne faites qu'aggravez le problème. Je ne sais pas si vous y arriverez, mais garder à l'esprit qu'à chaque fois que vous essaierez d'en parler ou de faire quelque que ce soit pour tenter de le résoudre, la situation ne fera qu'empirer. Alors, s'il vous plaît, aidez-moi à aider votre fille, en observant sans intervenir, et en me tenant informé de ce qui se passe."|nan|nan
51|51|RDV_STRATEGIE_CONNAITRE_SON_ENNEMI|RDV_STRATEGIE_CONNAITRE_SON_ENNEMI|Connaître son ennemi ( paranoïa )|Connaître son ennemi ( paranoïa )|Prescription|prescription|nan|nan|Marc : est-ce le carnet/journal de bord du parano ?|Marc : est-ce le carnet/journal de bord du parano ?|Cette prescription est utilisée dans le cas de paranoïa.|Cette prescription est utilisée dans le cas de paranoïa.|||Cette prescription est utilisée dans le cas de paranoïa. G. Nardone l’appelle: “réponse contradictoire” ou “la tâche l'anthropologue”.On demande au patient de se promener en observant les personnes par lesquelles il se sent jugé et de chercher de bien comprendre s’il est vraiment mal jugé en regardant simplement leurs expressions du visage.|Cette prescription est utilisée dans le cas de paranoïa. G. Nardone l’appelle: “réponse contradictoire” ou “la tâche l'anthropologue”.On demande au patient de se promener en observant les personnes par lesquelles il se sent jugé et de chercher de bien comprendre s’il est vraiment mal jugé en regardant simplement leurs expressions du visage.|nan|nan
52|52|RDV_STRATEGIE_CONNOTATION_POSITIVE_SACRIFICE|RDV_STRATEGIE_CONNOTATION_POSITIVE_SACRIFICE|Connotation positive du sacrifice ( anorexie )|Connotation positive du sacrifice ( anorexie )|Prescription|prescription|Manger beucoup,... GN|Manger beucoup,... GN|nan|nan|anorexie sarificielIl s'agit d'un recadrage peandant une première intervention.|anorexie sarificielIl s'agit d'un recadrage peandant une première intervention.|Donner une connotation positive au sacrifice. Recadrage sur le rôle positif que joue le symptome au sein de la famille.Prescrire le symptôme.|Donner une connotation positive au sacrifice. Recadrage sur le rôle positif que joue le symptome au sein de la famille.Prescrire le symptôme.|Je vous félicite. Le sacrfice que vous faites pour votre famille est vraiment magnifique. Grâce à votre problème, tout le monde autour de vous restera en bonne santé. Donc, s'il vous plaît, continuez .... ne changez rien, parce que, si vous changez, quelqu'un d'autre risque de s'effrondrer.|Je vous félicite. Le sacrfice que vous faites pour votre famille est vraiment magnifique. Grâce à votre problème, tout le monde autour de vous restera en bonne santé. Donc, s'il vous plaît, continuez .... ne changez rien, parce que, si vous changez, quelqu'un d'autre risque de s'effrondrer.|nan|nan
53|53|RDV_STRATEGIE_CONSEIL_A_UN_AMI|RDV_STRATEGIE_CONSEIL_A_UN_AMI|Conseil à un ami ( doute )|Conseil à un ami ( doute )|Prescription|prescription|Manger beucoup,... GN|Manger beucoup,... GN|nan|nan|Pour des gens qui ne savent pas quoi décider - pour des gens qui ont du mal à se connecter à leur contexte - douteEx : je ne sais pas si je dois divorcer ou pas|Pour des gens qui ne savent pas quoi décider - pour des gens qui ont du mal à se connecter à leur contexte - douteEx : je ne sais pas si je dois divorcer ou pas|nan|nan|Qu'est-ce que vous conseilleriez à un ami qui se trouverait dans la situation ?|Qu'est-ce que vous conseilleriez à un ami qui se trouverait dans la situation ?|Tâche de Paul Watzlawick|Tâche de Paul Watzlawick
54|54|RDV_STRATEGIE_CONTEMPLATION_PHOTO|RDV_STRATEGIE_CONTEMPLATION_PHOTO|Contemplation d'une photo ( deuil pathologique - Tache créée par John Weakland )|Contemplation d'une photo ( deuil pathologique - Tache créée par John Weakland )|Prescription|prescription|notes de cours Sanary|notes de cours Sanary|TG|TG|deuil, tristesse, La tentative de solution est de nier la tristesse. de faire semblant en surcompensant, de gaspiller le peu d'énergie. Les personnes ne finnissent pas le deuil. Dans ces situations, il y a risque de dépression si le coté positif de la tristesse n'est pas reconnu. La tristesse permet-un mouvemet vers l'intérieur (retour à la position foetus) - un état léthargique qui permet de so soigner- un lacher prise de tout|deuil, tristesse, La tentative de solution est de nier la tristesse. de faire semblant en surcompensant, de gaspiller le peu d'énergie. Les personnes ne finnissent pas le deuil. Dans ces situations, il y a risque de dépression si le coté positif de la tristesse n'est pas reconnu. La tristesse permet-un mouvemet vers l'intérieur (retour à la position foetus) - un état léthargique qui permet de so soigner- un lacher prise de tout|Dans le cas de la perte d'un proche, d'un enfant, une tentative de solution est de passer à autre chose.La stratégie est de traverser la douleur. Il s'agit de respecter, d'honorer. Dans les maisons anciennes, il y avait toujours de la place pour les disparus.|Dans le cas de la perte d'un proche, d'un enfant, une tentative de solution est de passer à autre chose.La stratégie est de traverser la douleur. Il s'agit de respecter, d'honorer. Dans les maisons anciennes, il y avait toujours de la place pour les disparus.|Mettre une photo comme sur un autel,pour le voir, l'honorer. On demande aux parents de, toutes les semaines, modifier quelque chose. Ce peut être la place, la photo, la taille ... (en général, la taille de la photo diminue avec le temps.|Mettre une photo comme sur un autel,pour le voir, l'honorer. On demande aux parents de, toutes les semaines, modifier quelque chose. Ce peut être la place, la photo, la taille ... (en général, la taille de la photo diminue avec le temps.|Tâche crée par J Weakland|Tâche crée par J Weakland
55|55|RDV_STRATEGIE_CONTRACTION_DES_MUSCLES|RDV_STRATEGIE_CONTRACTION_DES_MUSCLES|Contraction des muscles ( vaginisme / Plus contracter le vagin - pour les femmes qui pensent qu'elles sont trop contractées )|Contraction des muscles ( vaginisme / Plus contracter le vagin - pour les femmes qui pensent qu'elles sont trop contractées )|Prescription|prescription|nan|nan|nan|nan|vaginisme|vaginisme|nan|nan|Plus contracter le vagin - pour les femmes qui pensent qu'elles sont trop contractées|Plus contracter le vagin - pour les femmes qui pensent qu'elles sont trop contractées|nan|nan
56|56|RDV_STRATEGIE_CONTRAT_THERAPEUTIQUE|RDV_STRATEGIE_CONTRAT_THERAPEUTIQUE|Contrat thérapeutique|Contrat thérapeutique|Prescription|prescription|2|2|nan|nan|Contrat thérapeutique – Therapeutic double bind Ca va durer 10 sessions, et j’arrête la thérapie (j’arrêterai si tu ne changes pas) Dans la majorité des cas, ca se débloque avant (les autres changent avant) Je ne sais pas si ca va marcher pour vous (nous verrons bien pour vous)|Contrat thérapeutique – Therapeutic double bind Ca va durer 10 sessions, et j’arrête la thérapie (j’arrêterai si tu ne changes pas) Dans la majorité des cas, ca se débloque avant (les autres changent avant) Je ne sais pas si ca va marcher pour vous (nous verrons bien pour vous)|Présentation du cadre de l'intervention - 10 séances max avec des prescriptions|Présentation du cadre de l'intervention - 10 séances max avec des prescriptions|Je crois avoir compris tout ce dont j’ai besoin dans votre problème pour pouvoir vous dire que je crois pouvoir vous aider et je pense pouvoir le faire dans un temps bref, mais je ne sais pas si vous serez capable de me suivre, dans la mesure où j’utilise des méthodes très particulières qui se basent sur le fait, que plutôt que parler et faire parler, moi, je donne des choses à faire, je demande de faire des choses ou de penser à des choses entre une séance et la suivante. Ce ne sera rien d’effrayant de menaçant, d’immoral, d’anti-économique ;ce sont des petites choses mais un peu étranges qui pourront vous même vous sembler illogiques banales, étranges, mais elles devront être suivi à la lettre, même si elle vous semble étrange, sans poser de questions. Les explications vous seront données mais après, je les donne toujours après. D’accord ? L’autre règle est que je me donne simplement 10 séances pour voir des résultats : si après 10 séances, je voyais aucun résultat, j’interromps ; si après 10 séances, nous voyons que les choses se sont améliorées, alors nous continuons jusqu’à la solution. Si tout se passe comme d’habitude, avant la 10 vos problèmes seront résolus, mais je ne sais pas si cela sera votre cas, nous verrons bien.|Je crois avoir compris tout ce dont j’ai besoin dans votre problème pour pouvoir vous dire que je crois pouvoir vous aider et je pense pouvoir le faire dans un temps bref, mais je ne sais pas si vous serez capable de me suivre, dans la mesure où j’utilise des méthodes très particulières qui se basent sur le fait, que plutôt que parler et faire parler, moi, je donne des choses à faire, je demande de faire des choses ou de penser à des choses entre une séance et la suivante. Ce ne sera rien d’effrayant de menaçant, d’immoral, d’anti-économique ;ce sont des petites choses mais un peu étranges qui pourront vous même vous sembler illogiques banales, étranges, mais elles devront être suivi à la lettre, même si elle vous semble étrange, sans poser de questions. Les explications vous seront données mais après, je les donne toujours après. D’accord ? L’autre règle est que je me donne simplement 10 séances pour voir des résultats : si après 10 séances, je voyais aucun résultat, j’interromps ; si après 10 séances, nous voyons que les choses se sont améliorées, alors nous continuons jusqu’à la solution. Si tout se passe comme d’habitude, avant la 10 vos problèmes seront résolus, mais je ne sais pas si cela sera votre cas, nous verrons bien.|nan|nan
59|59|RDV_STRATEGIE_CRP|RDV_STRATEGIE_CRP|CRP - Coopération réciprocité pardon ( Rapoport - Confiance / Conflit )|CRP - Coopération réciprocité pardon ( Rapoport - Confiance / Conflit )|Prescription|prescription|Wikipedia|Wikipedia|nan|nan|Pour les gens qui sont rigides dans les relations et bloqués dans un seul mode.|Pour les gens qui sont rigides dans les relations et bloqués dans un seul mode.|nan|nan|En 1974, Anatol Rapoport grâce à des études théoriques et empiriques (en partie avec A.M. Chammah), confirmées par deux tournois gagnés en 19792, déduit l'idée que la manière la plus « efficace » de se comporter vis-à-vis d'autrui est de se comporter comme suit :Attitude de coopération: Dans un premier temps, lorsqu'un individu ou un groupe rencontre un autre individu ou groupe, il a tout intérêt à lui proposer une alliance.Attitude de réciprocité: Dans un second temps, en vertu de la règle de réciprocité, il convient de donner à l'autre en fonction de ce que l'on en reçoit. Si l'autre aide, on l'aide en retour ; si l'autre agresse, il faut répondre en l'agressant à son tour, au coup suivant, de la même manière et avec la même intensité.Attitude de pardon: Dans un troisième temps, il faut pardonner et offrir de nouveau la coopération.|En 1974, Anatol Rapoport grâce à des études théoriques et empiriques (en partie avec A.M. Chammah), confirmées par deux tournois gagnés en 19792, déduit l'idée que la manière la plus « efficace » de se comporter vis-à-vis d'autrui est de se comporter comme suit :Attitude de coopération: Dans un premier temps, lorsqu'un individu ou un groupe rencontre un autre individu ou groupe, il a tout intérêt à lui proposer une alliance.Attitude de réciprocité: Dans un second temps, en vertu de la règle de réciprocité, il convient de donner à l'autre en fonction de ce que l'on en reçoit. Si l'autre aide, on l'aide en retour ; si l'autre agresse, il faut répondre en l'agressant à son tour, au coup suivant, de la même manière et avec la même intensité.Attitude de pardon: Dans un troisième temps, il faut pardonner et offrir de nouveau la coopération.|La stratégie coopération-réciprocité-pardon, plus connue sous le sigle CRP (traduite de Tit-for-Tat (TFT) en américain) ou « Win-Win » qui se résume mieux par « donnant-donnant » que la traduction littérale « gagnant-gagnant », a d’abord été formalisée par le biomathématicien, psychologue et philosophe Anatol Rapoport1.ApplicationEn 1979, Robert Axelrod, professeur de sciences politiques, organise un tournoi entre logiciels autonomes capables de se comporter comme des êtres vivants. Une seule contrainte : chaque programme devait être équipé d'un sous programme de communication lui permettant de discuter et d'interagir avec ses voisins.Robert Axelrod reçoit 14 disquettes de programmes envoyés par des collègues universitaires également intéressés par ce tournoi. Chaque programme énonce des lois différentes de comportement (pour les plus simplistes, deux lignes de code de conduite, pour les plus complexes, une centaine), le but étant d'accumuler le maximum de points.Certains programmes ont pour règle d'exploiter au plus vite leurs voisins, de s'emparer par la force ou la ruse de leurs points, puis de changer rapidement de partenaires pour poursuivre cette accumulation de points.D'autres essayent de se débrouiller seuls, gardant précieusement leurs points et fuyant tout contact avec ceux susceptibles de les voler. Des règles stipulent : « Si l'autre est hostile, l'avertir qu'il doit modifier son comportement puis procéder à une punition. » Ou encore : « Coopérer puis obtenir des défections-surprise provoquées par un système aléatoire. »Chaque programme fut opposé 200 fois à chacun des autres concurrents. Celui d'Anatol Rapoport, équipé du comportement CRP (Coopération-Réciprocité-Pardon), domine tous les autres.Encore plus fort, le programme CRP, placé cette fois au milieu des autres en vrac, s'avère au début perdant devant les programmes voleurs agressifs, mais finit par être victorieux puis même « contagieux »: passé un certain délai, au fur et à mesure que le temps s'écoule, les programmes voisins, constatant qu'il est le plus efficace pour accumuler des points, finissent par aligner leur attitude sur la sienne.|La stratégie coopération-réciprocité-pardon, plus connue sous le sigle CRP (traduite de Tit-for-Tat (TFT) en américain) ou « Win-Win » qui se résume mieux par « donnant-donnant » que la traduction littérale « gagnant-gagnant », a d’abord été formalisée par le biomathématicien, psychologue et philosophe Anatol Rapoport1.ApplicationEn 1979, Robert Axelrod, professeur de sciences politiques, organise un tournoi entre logiciels autonomes capables de se comporter comme des êtres vivants. Une seule contrainte : chaque programme devait être équipé d'un sous programme de communication lui permettant de discuter et d'interagir avec ses voisins.Robert Axelrod reçoit 14 disquettes de programmes envoyés par des collègues universitaires également intéressés par ce tournoi. Chaque programme énonce des lois différentes de comportement (pour les plus simplistes, deux lignes de code de conduite, pour les plus complexes, une centaine), le but étant d'accumuler le maximum de points.Certains programmes ont pour règle d'exploiter au plus vite leurs voisins, de s'emparer par la force ou la ruse de leurs points, puis de changer rapidement de partenaires pour poursuivre cette accumulation de points.D'autres essayent de se débrouiller seuls, gardant précieusement leurs points et fuyant tout contact avec ceux susceptibles de les voler. Des règles stipulent : « Si l'autre est hostile, l'avertir qu'il doit modifier son comportement puis procéder à une punition. » Ou encore : « Coopérer puis obtenir des défections-surprise provoquées par un système aléatoire. »Chaque programme fut opposé 200 fois à chacun des autres concurrents. Celui d'Anatol Rapoport, équipé du comportement CRP (Coopération-Réciprocité-Pardon), domine tous les autres.Encore plus fort, le programme CRP, placé cette fois au milieu des autres en vrac, s'avère au début perdant devant les programmes voleurs agressifs, mais finit par être victorieux puis même « contagieux »: passé un certain délai, au fur et à mesure que le temps s'écoule, les programmes voisins, constatant qu'il est le plus efficace pour accumuler des points, finissent par aligner leur attitude sur la sienne.
